Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Oman,OMN,67.18,72.126,75.916,76.149,76.388,76.634,76.887,77.142,77.393,77.633,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pakistan,PAK,60.1,62.82,65.562,65.849,66.117,66.36,66.577,66.77,66.947,67.114,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Palau,PLW,69.0692682926829,70.4936585365854,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Panama,PAN,72.982,75.06,76.989,77.188,77.386,77.583,77.776,77.964,78.149,78.329,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Papua New Guinea,PNG,56.492,59.265,62.316,62.604,62.892,63.181,63.466,63.744,64.01,64.263,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Paraguay,PRY,68.545,70.546,72.86,73.068,73.274,73.473,73.662,73.836,73.992,74.131,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Peru,PER,66.165,71.111,74.697,74.981,75.258,75.529,75.792,76.044,76.286,76.516,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Philippines,PHL,66.366,68.793,69.984,70.149,70.315,70.481,70.644,70.802,70.952,71.095,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Poland,POL,70.890243902439,73.7487804878049,76.6951219512195,76.7463414634146,77,77.6024390243903,77.4512195121951,77.8512195121951,77.7536585365854,77.6024390243903,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Portugal,PRT,73.9658536585366,76.3146341463415,80.4707317073171,80.3731707317073,80.7219512195122,81.1219512195122,81.1243902439025,81.1243902439025,81.4243902439025,81.3243902439024,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Puerto Rico,PRI,74.1691707317073,76.6892682926829,78.6406585365854,78.8475853658537,79.0343414634146,79.2024634146342,79.353487804878,79.4949756097561,79.6345365853659,79.7781951219512,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Qatar,QAT,75.824,77.467,79.26,79.399,79.527,79.646,79.758,79.868,79.981,80.1,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Romania,ROU,69.7412195121951,71.1634146341463,74.409756097561,74.4121951219512,75.0634146341463,74.909756097561,74.9121951219512,75.209756097561,75.309756097561,75.3585365853659,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Russian Federation,RUS,68.8860975609756,65.4836585365854,69.6839024390244,70.0721951219512,70.5787804878049,70.7436585365854,71.1834146341463,71.6512195121951,72.4319512195122,72.6573170731707,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Rwanda,RWA,33.413,48.649,64.523,65.438,66.219,66.884,67.45,67.93,68.341,68.7,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Samoa,WSM,66.281,68.748,71.906,72.136,72.351,72.549,72.73,72.895,73.046,73.187,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,San Marino,SMR,..,..,..,85.4170731707317,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sao Tome and Principe,STP,58.247,61.365,67.885,68.306,68.695,69.052,69.377,69.67,69.933,70.17,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Saudi Arabia,SAU,69.078,72.561,74.089,74.254,74.402,74.533,74.651,74.761,74.874,74.998,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Senegal,SEN,57.202,57.787,64.898,65.448,65.939,66.37,66.747,67.078,67.38,67.665,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Serbia,SRB,..,71.5829268292683,74.5365853658537,74.8365853658537,75.1853658536585,75.3365853658537,75.2878048780488,75.6878048780488,75.5390243902439,75.890243902439,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Seychelles,SYC,68.1073170731707,72.7780487804878,72.7243902439024,74.2756097560976,73.119512195122,73.2292682926829,74.2951219512195,74.309756097561,74.3,72.8414634146341,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sierra Leone,SLE,38.563,39.441,50.234,51.018,51.731,52.372,52.941,53.444,53.895,54.309,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Singapore,SGP,75.2951219512195,77.9512195121951,81.7439024390244,81.9951219512195,82.2463414634147,82.4951219512195,82.7439024390244,82.8463414634146,83.0951219512195,83.1463414634146,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sint Maarten (Dutch part),SXM,..,..,..,73.0536585365854,..,77.0682926829268,77.219512195122,78.2926829268293,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovak Republic,SVK,70.9326829268293,73.0512195121951,75.9585365853659,76.109756097561,76.4121951219512,76.8121951219512,76.5634146341463,77.1658536585366,77.1658536585366,77.2658536585366,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovenia,SVN,73.2048780487805,75.4121951219512,79.9707317073171,80.1243902439024,80.3219512195122,81.0780487804878,80.7756097560976,81.1756097560976,81.0292682926829,81.3780487804878,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Solomon Islands,SLB,64.365,67.442,70.985,71.296,71.601,71.896,72.173,72.424,72.645,72.835,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Somalia,SOM,45.378,50.869,54.342,54.713,55.104,55.509,55.92,56.324,56.709,57.068,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,63.307,56.048,58.895,60.06,61.099,61.968,62.649,63.153,63.538,63.857,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Sudan,SSD,43.524,49.166,55.325,55.791,56.2,56.552,56.855,57.12,57.365,57.604,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Spain,ESP,76.8375609756098,78.9658536585366,82.4756097560976,82.4268292682927,83.0780487804878,83.2292682926829,82.8317073170732,83.3292682926829,83.2829268292683,83.4317073170732,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sri Lanka,LKA,69.509,71.333,75.614,75.796,75.974,76.147,76.316,76.482,76.648,76.812,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Lucia,LCA,71.074,73.319,74.993,75.138,75.286,75.44,75.596,75.752,75.907,76.057,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Martin (French part),MAF,74.5219512195122,76.9707317073171,78.8707317073171,79.0219512195122,79.1707317073171,79.3219512195122,79.4707317073171,79.6219512195122,79.7219512195122,79.8707317073171,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Vincent and the Grenadines,VCT,70.58,70.809,71.827,71.879,71.939,72.01,72.095,72.193,72.3,72.415,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sudan,SDN,55.5,58.472,63.171,63.542,63.875,64.169,64.429,64.663,64.881,65.095,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Suriname,SUR,67.436,67.822,70.676,70.851,71.002,71.133,71.249,71.358,71.463,71.57,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sweden,SWE,77.5368292682927,79.6439024390244,81.8024390243903,81.7048780487805,81.9560975609756,82.2536585365854,82.2048780487805,82.3073170731707,82.409756097561,82.5585365853659,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Switzerland,CHE,77.2424390243902,79.6804878048781,82.6951219512195,82.6975609756098,82.7975609756098,83.1975609756098,82.8975609756098,83.6024390243903,83.5512195121951,83.7536585365854,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Syrian Arab Republic,SYR,70.553,73.11,71.27,70.55,70.049,69.821,69.908,70.315,70.967,71.779,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tajikistan,TJK,58.824,61.974,69.055,69.34,69.609,69.874,70.137,70.397,70.647,70.879,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tanzania,TZA,50.206,50.801,59.525,60.47,61.398,62.288,63.111,63.844,64.479,65.015,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Thailand,THA,70.248,70.623,74.593,74.992,75.378,75.747,76.091,76.403,76.683,76.931,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Timor-Leste,TLS,48.492,59.002,67.477,67.72,67.953,68.197,68.459,68.735,69.007,69.26,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Togo,TGO,55.887,53.491,58.092,58.661,59.16,59.58,59.927,60.22,60.489,60.76,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tonga,TON,68.935,69.667,70.148,70.242,70.335,70.427,70.517,70.607,70.701,70.801,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Trinidad and Tobago,TTO,68.086,69.413,72.17,72.382,72.582,72.768,72.941,73.1,73.245,73.38,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tunisia,TUN,68.792,73.172,75.206,75.376,75.552,75.734,75.922,76.115,76.31,76.505,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkey,TUR,64.256,70.005,74.944,75.373,75.784,76.172,76.532,76.86,77.161,77.437,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkmenistan,TKM,62.81,63.613,66.928,67.167,67.375,67.552,67.704,67.835,67.956,68.073,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uganda,UGA,45.853,46.229,58.087,59.017,59.881,60.669,61.373,61.986,62.516,62.973,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ukraine,UKR,70.0975609756098,67.6756097560976,70.8092682926829,70.9441463414634,71.159512195122,71.1865853658537,71.189512195122,71.4763414634146,71.7809756097561,71.5826829268293,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Arab Emirates,ARE,71.939,74.327,76.521,76.711,76.903,77.095,77.285,77.47,77.647,77.814,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Kingdom,GBR,75.8804878048781,77.7414634146342,80.9512195121951,80.9048780487805,81.0048780487805,81.3048780487805,80.9560975609756,81.1560975609756,81.2560975609756,81.2560975609756,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United States,USA,75.2146341463415,76.6365853658537,78.6414634146341,78.7414634146342,78.7414634146342,78.8414634146341,78.690243902439,78.5390243902439,78.5390243902439,78.5390243902439,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uruguay,URY,72.569,74.731,76.882,77.004,77.124,77.244,77.369,77.498,77.632,77.77,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uzbekistan,UZB,66.481,67.156,69.91,70.155,70.41,70.671,70.928,71.171,71.388,71.573,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vanuatu,VUT,64.721,67.363,69.272,69.421,69.57,69.719,69.869,70.021,70.172,70.323,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Venezuela, RB",VEN,70.658,72.112,73.11,73.037,72.918,72.762,72.584,72.405,72.246,72.128,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vietnam,VNM,70.551,73.025,74.904,74.958,75.006,75.056,75.11,75.172,75.241,75.317,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Virgin Islands (U.S.),VIR,74.2358536585366,76.619512195122,78.4170731707317,78.6682926829268,78.8682926829268,78.9682926829268,79.1682926829268,79.2682926829268,79.419512195122,79.5682926829268,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,West Bank and Gaza,PSE,68.048,71.022,72.915,73.041,73.17,73.303,73.442,73.589,73.74,73.895,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Yemen, Rep.",YEM,57.346,60.683,65.768,65.92,66.016,66.066,66.085,66.087,66.086,66.096,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zambia,ZMB,49.249,44,57.126,58.502,59.746,60.831,61.737,62.464,63.043,63.51,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zimbabwe,ZWE,58.1,44.649,52.896,55.032,56.897,58.41,59.534,60.294,60.812,61.195,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Arab World,ARB,64.3515769681109,67.8005911153486,70.5287748030398,70.7038265981398,70.8822537209941,71.0642924201872,71.249571410287,71.4364968537757,71.6225263455783,71.8068251623605,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Caribbean small states,CSS,70.1976306086861,71.4191882017064,72.7952989255902,72.9118028650072,73.0301439915144,73.150583187515,73.2730179765146,73.3959578186313,73.5174910656926,73.6371089078694,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Central Europe and the Baltics,CEB,70.6563313372586,72.719724722779,75.8884748834282,75.9934886034531,76.3551629869808,76.6756236113045,76.5718777647788,76.9698114171911,76.9474653545225,76.97684517184,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Early-demographic dividend,EAR,60.4912627666257,64.4030773266109,68.4389064395394,68.8032110093045,69.145171091896,69.460924556839,69.74850615008,70.0112233924956,70.2542044834774,70.4831906811833,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,EAS,68.927543371687,71.1719189098708,74.2659501236743,74.5621267464985,74.8482143887022,75.1251702917927,75.392556877146,75.6355408677985,75.8659539130049,76.0683364250094,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific (excluding high income),EAP,67.886138330096,70.1361733407827,73.3551202612119,73.645297438745,73.934377026552,74.2204720452971,74.4962276185303,74.7556141751153,74.9949516020132,75.2105121056207,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific (IDA & IBRD countries),TEA,67.8604137857982,70.1984152544323,73.3973074723957,73.6854840044133,73.9730978646989,74.2583702425346,74.533952132112,74.7936145719037,75.0333588983101,75.2492291135899,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Euro area,EMU,75.9118078838782,78.2750703790127,81.232824849753,81.2271581727851,81.5123287264807,81.9429827672192,81.5692291055771,81.9545453308911,81.9322152288144,82.0596172798915,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,ECS,72.0515824290765,73.0309450804989,76.464776622306,76.6245521118653,76.9520923170113,77.2859376807739,77.2409624490859,77.5932005039425,77.7854251970124,77.9086066864279,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia (excluding high income),ECA,68.0829280894722,67.3422419645467,71.2201172791059,71.5971675890401,72.0152699267667,72.2718078392738,72.595827949025,72.9488194604275,73.4127094788503,73.590781529875,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia (IDA & IBRD countries),TEC,68.4760664747664,68.1602814138848,71.8898031605723,72.215717635529,72.6239104357689,72.8880799579456,73.1485813758075,73.5027179350297,73.8945964702111,74.0376029005072,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,European Union,EUU,74.7306624161888,77.0784478034954,80.1377728776197,80.1568881522259,80.4637409328603,80.8704475779471,80.5668071425711,80.9498646440156,80.9306588411386,81.0344092172663,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fragile and conflict affected situations,FCS,52.979732179109,54.5691988224672,59.0107962617556,59.4092775804744,59.8023378791028,60.1842051768087,60.5480151961722,60.8886235126942,61.2047490220343,61.4999995849382,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Heavily indebted poor countries (HIPC),HPC,49.9368486625317,52.264099761783,59.5288710154522,60.1665646307852,60.7703339959901,61.3343128170965,61.8529532354614,62.3232892974951,62.7486826008412,63.1350064011699,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,High income,HIC,75.2879686143832,77.4493442982228,79.954717556123,80.0734334909207,80.2602326820175,80.5125452443597,80.391986863666,80.5408514007047,80.5854654535001,80.6561046818993,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IBRD only,IBD,65.4295268332731,68.0530503278295,71.5104971147576,71.8275964836361,72.1415647408972,72.4279632479225,72.6963087382973,72.9546841404151,73.2000794205935,73.4048767291993,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA & IBRD total,IBT,63.1474167395772,65.4907724673063,69.1275451074778,69.458161084275,69.7817991533989,70.0791243989198,70.3562541548151,70.6186429022967,70.8640150181123,71.0717380418743,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA blend,IDB,55.0198821338575,55.1935386979407,59.6646276631186,60.0932703486034,60.5042020892249,60.8937132685901,61.2562791835338,61.5879257088794,61.8890407820717,62.1617501399529,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA only,IDX,52.9729285018984,56.426405658978,62.4219994303495,62.9111667328055,63.3765425029912,63.8175928308547,64.2316666982749,64.6166150425703,64.973033605933,65.3040915219653,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA total,IDA,53.6569178674783,56.0146033205108,61.4996817161508,61.9676161333696,62.4137316197094,62.8365261561631,63.2325064835461,63.5989751075511,63.9364760787108,64.2478004723441,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Late-demographic dividend,LTE,69.0643651090128,70.9039654322496,74.319521503154,74.60987609895,74.9167918238899,75.1994821138214,75.4712131372615,75.7455776393646,76.0141569733808,76.2244436790799,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean,LCN,68.3137257077415,71.6873951019976,74.2831440288746,74.4614863833465,74.6328264324464,74.7990653339069,74.9617221364716,75.1220681338748,75.2821586285393,75.4409477532745,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean (excluding high income),LAC,68.0316813029416,71.4624243794755,74.0801930541753,74.2591928446468,74.4311538246578,74.5983514326598,74.7621985660344,74.9237930776766,75.0852306959688,75.246114048204,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & the Caribbean (IDA & IBRD countries),TLA,68.1004185731093,71.5343568238104,74.172971208757,74.3552629715921,74.5302394746185,74.700174548083,74.8665592558851,75.0305805363335,75.194339577718,75.3574154976003,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Least developed countries: UN classification,LDC,51.7327278009609,55.4797861499948,61.9674251208304,62.5153454782561,63.0304963507827,63.5090606514635,63.9477769645535,64.3457714393416,64.7077302181912,65.0396241212957,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low & middle income,LMY,63.0466767713972,65.3750003142744,69.0378535892432,69.3728660598609,69.6972507365473,69.9952542477254,70.277205710712,70.5390411108938,70.7878448456576,70.9988194769754,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low income,LIC,50.839806218602,53.5784738045263,60.4345736154537,60.9544299738273,61.4471443122176,61.9129460235598,62.3505613015469,62.7586367116496,63.1388930063391,63.4963387504082,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lower middle income,LMC,58.9179528307978,62.1035417260956,66.3034947836785,66.6775633003605,67.0316597699701,67.3588283079263,67.6589221772166,67.9371208628659,68.1932685252092,68.4224690868156,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa,MEA,65.7699851791747,69.8872564913178,72.7374938721342,72.9316561918317,73.1323793117079,73.3264170376357,73.5148448538059,73.7108202619547,73.899908278351,74.0889092566827,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (excluding high income),MNA,65.1362874573978,69.3546938483384,72.2108686110226,72.4050204424726,72.6023090402716,72.8011524598997,73.0002961166457,73.1982110954199,73.3942702537245,73.5873582148883,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (IDA & IBRD countries),TMN,65.1106049656442,69.3370640608061,72.2027053606113,72.3975980989268,72.5956438317179,72.7952270760874,72.9950526148397,73.1935470729551,73.3901310655417,73.5836428053412,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle income,MIC,63.9865219699882,66.4028734575064,69.9275491787455,70.255522114217,70.5739768879111,70.8658431654597,71.1429274428841,71.4008641765944,71.6473750526837,71.8546257820263,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North America,NAC,75.4350452733174,76.8819963377772,78.9205803713592,79.0315168165907,79.0422667393637,79.1381544431363,79.0122080964003,78.8774577897405,78.8841342856085,78.8868905457275,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,OECD members,OED,74.5418330972711,76.9255179253325,79.3815485584991,79.4985934071063,79.6635382634932,79.9137747178065,79.8122468683952,79.9612388983056,80.0063145665596,80.0775295859723,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Other small states,OSS,62.223318819513,60.2452667610209,65.0206419539647,65.7194602207097,66.3331387904233,66.8911850747,67.405236123087,67.83562940085,68.2287591673445,68.5469317038401,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pacific island small states,PSS,65.0972767481586,66.5571854817133,68.6829937312281,68.8819826450894,69.0773769684605,69.2655319303293,69.4444587743698,69.6137419308888,69.7742837809553,69.929057966298,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Post-demographic dividend,PST,75.4794675598814,77.3556439342974,79.9528823830525,80.0866897518607,80.2680142510718,80.5272112961998,80.3949800130771,80.5492211497747,80.5984414719389,80.6598920018751,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pre-demographic dividend,PRE,49.7193538611957,50.6737758062021,57.2241555049088,57.8355553453182,58.4260174117443,58.987778967973,59.5119589254375,59.9919371242937,60.427466911492,60.8209562953764,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Small states,SST,64.2975141841354,63.1110426639532,66.7456676113969,67.2839496356347,67.7650584301434,68.2053781929859,68.6140103387538,68.9604624233804,69.2790750088796,69.5411324592597,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia,SAS,58.1448009852359,62.8239827828773,67.2583178427737,67.6463399602528,68.0077190249383,68.3402062592725,68.6419006832955,68.9161514390397,69.1713119009688,69.4122476461494,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia (IDA & IBRD),TSA,58.1448009852359,62.8239827828774,67.2583178427737,67.6463399602528,68.0077190249383,68.3402062592725,68.6419006832955,68.9161514390397,69.1713119009688,69.4122476461494,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,SSF,50.2145741806774,50.4502140085527,57.4560025475248,58.1495795385572,58.8013898931051,59.4047999444643,59.9528305490993,60.44238733816,60.8800023700024,61.2730146485793,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (excluding high income),SSA,50.1721565432253,50.4095717897462,57.4322989748608,58.1264901704777,58.779685178581,59.3842216759185,59.9331929514269,60.4238384716512,60.8623356410946,61.2565331327445,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,50.2145741806774,50.4502140085527,57.4560025475248,58.1495795385572,58.8013898931051,59.4047999444643,59.9528305490993,60.44238733816,60.8800023700024,61.2730146485793,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Upper middle income,UMC,68.0997415973211,70.1779409429037,73.4223056288206,73.7306245713766,74.0384674919012,74.319186729728,74.5972439335799,74.8583859892153,75.1185011017659,75.3289849763003,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,World,WLD,65.4334071014792,67.5492493860582,70.8840681447193,71.1716493714594,71.4621521177806,71.7422781702121,71.9474029191807,72.1807606182002,72.3855806225257,72.5632818899911,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Afghanistan,AFG,..,..,528.736648057768,576.190125450699,587.565090150175,583.656192833123,574.184114271259,571.07377452356,571.440690906349,564.609991742901,573.287551042738,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Albania,ALB,1838.66748471688,2244.62463172571,4209.87480089435,4276.60790388367,4327.37995998728,4413.29689127908,4524.3730858712,4681.82656299266,4864.31061630449,5074.85722194352,5210.68829038413,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Algeria,DZA,3571.13812753881,3556.48141008253,4523.24843737859,4586.65518491252,4621.59058905917,4700.640562933,4775.87329508677,4828.62605944022,4792.38724221245,4753.51098744717,4699.76340456603,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,American Samoa,ASM,..,..,10360.5091546826,9921.80610804858,9640.34446203249,9717.82905631836,9850.56503409338,9589.9798367323,9048.18252237097,9271.71200951825,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Andorra,AND,35410.3176062566,40379.390206452,41191.7854116591,39769.5614582283,39143.6896810315,40914.7285238633,42140.9617984695,44107.9563309965,44430.7440094935,45133.7136149095,45887.3021264552,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Angola,AGO,2697.49077823593,2205.20533780581,3579.95990738589,3748.45065461021,3796.88218936433,3843.19787714916,3748.32011771476,3530.31067153378,3409.93030259958,3233.90623484048,3111.15769874335,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Antigua and Barbuda,ATG,11080.7330486254,13124.5367966055,12618.0791316619,12876.8892883551,12644.6890235017,12976.3314609289,13328.1466479391,13917.9511172561,14220.5021076325,15134.8841569088,15704.2659429089,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Argentina,ARG,6245.70857662189,8224.11282651363,10883.315359489,10649.8372874572,10784.6306992057,10398.6940069464,10568.1578087083,10239.4813479933,10419.455405282,10049.5552392518,9742.45541691587,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Armenia,ARM,1795.28422592181,1403.03125696524,3370.55110335811,3603.59584817544,3705.35739637697,3819.21778720313,3923.71650211228,3917.37967561964,4198.79474869834,4406.70643384286,4732.06950610049,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Aruba,ABW,25357.7869437251,28417.3842120132,24233.0010815022,23781.2572983852,24635.764947531,24563.2343250816,25822.2513745534,26231.0266768348,26630.2052807325,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Australia,AUS,35911.3720771917,44334.4163924417,52567.7619238659,53682.0321439532,54129.9357689465,54679.4164458288,55079.8923433681,55728.6822551091,56058.4659514366,56832.0504820575,57186.6212930671,..
